;Codigo_org;idOrg;Organismo;Codigo_padre;Padre_org;Region;Municipalidad;direccion;telefono;url_organismo;url_orgtransparencia;horario_publico;nombre_encargado;email;num_cuenta;rut;tipo_cuenta;banco;url_sai;fax;Ingresa;obligadorecibir_sai;organismo_autonomo;interopera;tiene_ta;fecha_ta
780;MU305;723;Municipalidad de Santa Cruz;MU000;Municipios del Libertador General Bernardo OHiggins;Región del Libertador General Bernardo OHiggins;SANTA CRUZ;Plaza de Armas Nº 242;(72) 2 978890;http://www.municipalidadsantacruz.cl;http://municipalidadsantacruz.cl/index.php/2012-02-29-18-52-55;Lunes a Viernes de 08:15 hrs a 18:15 hrs;Juan Carlos Ampuero Muñoz;transparencia@municipalidadsantacruz.cl;;;;;http://www.municipalidadsantacruz.cl/index.php/formulario-de-acceso-a-la-informacion-publica;;Ingresa;SÍ;NO;NO;NO;
781;AO025;879;Servicio de Salud Maule;AO000;Salud;Región del Maule;TALCA;1 NORTE 936 EDIFICIO CENTRO 2000 4 PISO TALCA;71 2411718 ANEXO Minsal 711718;http://www.ssmaule.cl;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=SSMAULE;8.30 A 16.00 HORAS;ANA VERONICA MARTINEZ CANDIA;transparencia@ssmaule.cl;;;;;https://www.ssmaule.cl/transparencia/solicitud_informacion/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/18
782;AO085;916;Hospital Regional de Talca;AO000;Salud;Región del Maule;TALCA;1 Norte N 1951 Cuarto Piso.;56  712749653;http://www.hospitaldetalca.cl;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=AO085;Lunes a Viernes de 08.30 a 17.00 hrs. O.I.R.S.: Lunes a Viernes de 08.30 a 16.00 hrs;Paz Ramirez Ibañez;transparenciayparticipacion@hospitaldetalca.cl;;;;;http://www.hospitaldetalca.cl/transparencia/solicitud_informacion/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/04/12
783;AO047;56301;SEREMI de Salud del Maule;AO000;Salud;Región del Maule;TALCA;Dos Oriente 1260 Talca;712411051    712411078;http://seremi7.redsalud.gov.cl/;http://transparencia.redsalud.gov.cl/transparencia/?id=SEREMI7;Lunes a jueves  de 8:30 a 17:30 y vienes de 8:30 a 16:30;MARISEL GONZALEZ TAPIA;transparencia.maule@redsalud.gob.cl;;;Cuenta Corriente;Bancoestado;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=55adf1e3d7579b7d8a04b28d3473e899;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
784;AB046;800;Gobernación de Talca;AB000;Interior y Seguridad Pública;Región del Maule;TALCA;1 Poniente 865;0712222997;http://www.gobernaciontalca.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/59/index.html;Lunes a Viernes  Horario de Atención  desde 8:30 a 14:00 Horas.;Fernanda Carola Bravo Muñoz;fbravo@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
785;AP009;948;SERVIU Región del Maule;AP000;Vivienda y Urbanismo;Región del Maule;TALCA;4 Norte 1154;56 71 222 038;http://www.serviumaule.cl/;http://www.serviu7.cl/transparencia/;Lunes a viernes de 08:30 a 13:15 hrs.;Walter Araya Fuenzalida;waraya@minvu.cl;;;;;http://solicitudinformacion.minvu.cl/;;Ingresa;SÍ;NO;SÍ;SÍ;2018/01/01
786;AB020;774;Intendencia del Maule;AB000;Interior y Seguridad Pública;Región del Maule;TALCA;3 Sur N 777 1 Oriente 1 Poniente;712205500;http://www.intendenciamaule.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/31/index.html;Lunes a Jueves.   8:30  a  17:30 hrs.  Viernes de 8:30 a 16:30 hrs.;René Salazar Arellano;rsalazara@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
787;AB083;966;Gobierno Regional del Maule (Gore Maule);AB000;Interior y Seguridad Pública;Región del Maule;TALCA;1 Oriente 1350;56 71 205 237;http://www.gobiernoregionaldelmaule.cl/;http://www.gobiernoregionaldelmaule.cl/transparencia/2013/index.html;Lunes a Jueves 08:30 a 16:00 Viernes 8:30 a 15:00;;portaltransparencia@goremaule.cl;;;;;http://www.goremaule.cl/sgs/;;Ingresa;SÍ;NO;NO;SÍ;2019/07/12
788;UN012;1087;Universidad de Talca (UTALCA);UN000;Universidades;Región del Maule;TALCA;DOS NORTE 685  TALCA;(71) 200200;http://www.utalca.cl/;http://transparencia.utalca.cl/index.php?;;;contacto@utalca.cl;;;;;http://condor2.utalca.cl/pls/serv/oirs.formulario;;No ingresa;SÍ;NO;NO;NO;
789;MU312;727;Municipalidad de Talca;MU000;Municipios del Maule;Región del Maule;TALCA;1 Norte 797 Talca;(71) 2 203 674;http://www.talca.cl/;http://www.talcatransparente.cl/;08.30 a 14.00  15.00 a 17.00 Horas;EQUIPO DE TRANSPARENCIA;transparencia@talca.cl;;;;;http://www.munitalca.cl/index.php?option=com_rsform&formId=3&Itemid=126;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
790;MU064;513;Municipalidad de Constitución;MU000;Municipios del Maule;Región del Maule;CONSTITUCIÓN;Portales Nº 450;(71) 2615697;http://www.constitucion.cl;http://www.constitucion.cl/transparencia/;;Luis Enrique Ilufi;transparencia@constitucion.cl;;;;;http://www.constitucion.cl/transparencia/index.php/inicio/formulario;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
791;MU077;526;Municipalidad de Curepto;MU000;Municipios del Maule;Región del Maule;CUREPTO;Plaza de Armas SN;(75) 2552306;http://www.curepto.cl;http://www.curepto.cl/web/;8:30 a 17:30 Horas;Luis Navarro Reyes;secretario@curepto.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/descargar-formulario-de-solicitud-de-informacion;;Ingresa;SÍ;NO;NO;NO;
792;MU087;534;Municipalidad de Empedrado;MU000;Municipios del Maule;Región del Maule;EMPEDRADO;Libetador Bdo. OHiggins Nº 422;712527721772;http://www.empedrado.cl;http://www.empedrado.cl/transparenciaempedrado/;Lunes a Viernes 8:30 a 16:300 Hrs;;transparencia@empedrado.cl;;;;;http://www.empedrado.cl/transparenciaempedrado/solicitud.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
793;MU169;605;Municipalidad de Maule;MU000;Municipios del Maule;Región del Maule;MAULE;Balmaceda Nº 350;0712532529;http://www.comunademaule.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU169;Lunes a Viernes de 08:30 a 14:00 hrs;Roberto Toledo Sepulveda;transparencia@comunademaule.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=1837e3976b8d2483bdda2e32e55662f5;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
794;MU206;638;Municipalidad de Pelarco;MU000;Municipios del Maule;Región del Maule;PELARCO;Catedral Nº 50 Pelarco;71238544;http://www.municipalidaddepelarco.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU206;LUNES A VIERNES DE 8:15 A 17:00 HORAS;Maribel Gaete Garrido;transparencia@municipalidaddepelarco.cl;;;;;http://190.9.56.30/transparencia/index.php/descargar-formulario-solicitud-de-informacion;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
795;MA028;328750;Asociación de Municipalidades de la Región del Maule;ASOC;Asociación Municipal;Región del Maule;PELARCO;Dirección de oficina de partes principal del organismo:Catedral 50 (Pelarco);Teléfono:982  741  190;http://www.muniseptima.cl;http://www.muniseptima.cl/transparencia;;;transparencia@muniseptima.cl;;;;;http://www.muniseptima.cl;;No ingresa;SÍ;NO;NO;NO;
796;MU209;641;Municipalidad de Pencahue;MU000;Municipios del Maule;Región del Maule;PENCAHUE;Alejandro Cruz Vergara 891 Pencahue;(71) 2 235 800;http://www.mpencahue.cl/;http://mpencahue.cl/transparencia/Estructura_organica.php;Lunes a Jueves de 8:30 a 17:30 hrs. y Viernes de 8.30 a 16:30 hrs.;Cesar Fuentealba Guzmán;alcaldesa.pencahue@gmail.com;;;;;http://mpencahue.cl/transparencia/Formulario.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
797;MU271;694;Municipalidad de Río Claro;MU000;Municipios del Maule;Región del Maule;RÍO CLARO;Casimiro Sepúlveda N*1 Cumpeo;071  2 291022;http://www.rioclaro.cl;http://www.rioclarotransparente.cl;Lunes a viernes de 09:30 a 14:00hrs;Sra. Iris Cornejo;transparencia@rioclaro.cl;;;;;http://rioclarotransparente.cl/SistemaSolicitud/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
798;MU283;705;Municipalidad de San Clemente;MU000;Municipios del Maule;Región del Maule;SAN CLEMENTE;CARLOS SILVA RENARD 792 SAN CLEMENTE;(71) 2 62 15 70;http://WWW.SANCLEMENTE.CL;http://WWW.SANCLEMENTE.CL;8:30 a 14 hrs. y de 15:00 a 17:30 hrs.;Rene Gaete Vergara;transparencia@sanclemente.cl;;;;;http://WWW.SANCLEMENTE.CL;2621570;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
799;MU300;718;Municipalidad de San Rafael;MU000;Municipios del Maule;Región del Maule;SAN RAFAEL;Avenida Oriente Nº 2625;712651012  2651809  2651810;http://www.munisanrafael.cl;http://munisanrafael.cl/Ley-de-transparencia-2014/2014/;Lunes a jueves entre 08:30 a 17:30 hrs. Viernes entre 08:30 a 16:30 hrs.;Cristian Reyes Bustamante;transparencia@munisanrafael.cl;;;;;http://munisanrafael.cl/?page_id=123;;Ingresa;SÍ;NO;NO;NO;
800;AB048;802;Gobernación de Cauquenes;AB000;Interior y Seguridad Pública;Región del Maule;CAUQUENES;ANTONIO VARAS 450;56 71 633317;http://www.gobernacioncauquenes.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/62/index.html;LUNES A VIERNES DE 08:30 A 13:30 HORAS;JORGE PINCHEIRA LEIVA;jpincheira@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
801;MU033;488;Municipalidad de Cauquenes;MU000;Municipios del Maule;Región del Maule;CAUQUENES;Antonio Varas Nº 466;(73) 2 511 784;http://www.cauquenes.cl;http://www.cauquenes.cl/transparencia_activa/;Lunes a Viernes de 08:00 a 17:03 hrs.;Por definir;transparenciacauquenes@gmail.com;;;;;http://www.cauquenes.cl/transparencia_activa/?page_id=241;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
802;MU037;490;Municipalidad de Chanco;MU000;Municipios del Maule;Región del Maule;CHANCO;Abdon fuenteabla #334 Chanco;(73) 2636600   (73) 2636633;http://www.chanco.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta/-/ta/MU037;Lunes a Viernes de 08:30 a 17:33;Yohana Orellana;transparencia@chanco.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=75b85b2e3c2c61a0347a4ebf3f7cd850;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
803;MU207;639;Municipalidad de Pelluhue;MU000;Municipios del Maule;Región del Maule;PELLUHUE;Avenida Padre Samuel Jofré Nº 415 Curanipe;0732970383;http://www.munipelluhue.cl;http://www.municipiostransparentes.cl/pelluhue;Lunes a Viernes de 830 a 17:33 hrs;Guido Hernández Valdés;transparencia@munipelluhue.cl;;;Cuenta Corriente;Bancoestado;http://www.munipelluhue.cl/transparencia/FORMULARIO_DE_SOLICITUD.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
804;AO083;914;Hospital de Curicó;AO000;Salud;Región del Maule;CURICÓ;Chacabuco N121 Curicó;752286081;http://www.hospitalcurico.cl;http://webhosting.redsalud.gov.cl/transparencia/?id=AO083;08:30 a 17:00 hrs.;Angelina Carreño;transparenciacurico@gmail.com;;;Cuenta Corriente;Bancoestado;http://www.hospitalcurico.cl/web/solicitud_informacion/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/03/12
805;AB045;799;Gobernación de Curicó;AB000;Interior y Seguridad Pública;Región del Maule;CURICÓ;Carmen # 560 4to piso;0752543286  0752543367;http://www.gobernacioncurico.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/60/index.html;De Lunes a Viernes  09:00 horas a 14:00hrs;Johana Abarca Nilo;jabarcan@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;0752543379;Ingresa;SÍ;NO;SÍ;NO;
806;MU078;527;Municipalidad de Curicó;MU000;Municipios del Maule;Región del Maule;CURICÓ;Estado 279 Curicó;(075) 2 547500  2547518;http://www.curico.cl;http://www.transparenciacurico.cl/;Lunes a Viernes de 8:15 a 14:00hrs.;;transparencia@curico.cl;;;;;http://www.curico.cl/portal/index.php/solicitud-informacion;;Ingresa;SÍ;NO;NO;SÍ;2018/01/17
807;MU104;550;Municipalidad de Hualañé;MU000;Municipios del Maule;Región del Maule;HUALANE;Avda. Libertad Nº 90;(75) 2600150;http://www.hualane.cl;http://hualane.cl/transparencia/;Lunes a Viernes desde 8:30 a 14:00 y 15:00 a 17:30;;transparencia@hualane.cl;;;;;http://hualane.cl/SitioMunicipal/?page_id=234;;Ingresa;SÍ;NO;NO;NO;
808;MU138;578;Municipalidad de Licantén;MU000;Municipios del Maule;Región del Maule;LICANTEN;Juan Esteban Montero Nº 25 Licantén;(75) 2 555 300;http://www.mlicanten.cl;http://www.mlicanten.cl/laip;Lunes a Viernes de 8:30 a 14:00 Hrs.;JOSÉ MUÑOZ MEDINA;transparencia@mlicanten.cl;;;;;http://www.mlicanten.cl/transparenciapasiva/index.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
809;MU174;610;Municipalidad de Molina;MU000;Municipios del Maule;Región del Maule;MOLINA;Yerbas Buenas Nº 1389 Molina;(75) 543300;http://www.molina.cl;http://www.molina.cl;08:30 a 14:00 (Horario Continuado);;transparencia@molina.cl;;;Cuenta Corriente;Bancoestado;http://www.molina.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
810;MU262;686;Municipalidad de Rauco;MU000;Municipios del Maule;Región del Maule;RAUCO;Balmaceda 35 Comuna de Rauco;0752564547;https://www.munirauco.cl;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU262;Lunes a Jueves de 8:30 a 17:30 Hrs y Viernes 8:30 a 16:30 Hrs.;Eduardo Bustamante;transparenciamunicipal@munirauco.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=686;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
811;MU276;699;Municipalidad de Romeral;MU000;Municipios del Maule;Región del Maule;ROMERAL;Ignacio Carrera Pinto  #1213 Romeral;(75) 2576330 o 2576335;http://www.muniromeral.cl;http://www.muniromeral.cl/transparencia/;De 8:30 a 17:33 Hrs.;;transparencia@muniromeral.cl;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=699;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
812;MU278;701;Municipalidad de Sagrada Familia;MU000;Municipios del Maule;Región del Maule;SAGRADA FAMILIA;San Francisco Nº 40;0752545876;http://www.sagradafamilia.cl;http://sagradafamiliatransparente.cl/transparencia/index.html;LUNES A VIERNES 8.30 a 17:18;MARÍA ELIZABETH TAPIA;m.elizabeth@sagradafamilia.cl;;;;;http://www.sagradafamilia.cl/2013/transparencia/solicitud.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
813;MU316;731;Municipalidad de Teno;MU000;Municipios del Maule;Región del Maule;TENO;Arturo Prat  N 298 comuna de Teno;(075) 2 552 800;http://www.teno.cl/;http://www.transparenciateno.cl/teno/;Lunes a Viernes de 08:30 Horas a 14:00 Horas;Manuel Villar Fuentes;transparencia@teno.cl;;;;;http://www.teno.cl/documentos/SOLICITUD%20DE%20INFORMACIÓN.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
814;MU333;747;Municipalidad de Vichuquén;MU000;Municipios del Maule;Región del Maule;VICHUQUEN;Manuel Rodríguez Nº 315;0752555505;http://www.munivichuquen.cl;http://;Lunes a Viernes de 0830hrs. a 1400hrs. y de 1445hrs. a 1730hrs. Viernes de 0830hrs. a 1400hrs. y de 1445 a 1630hrs.;Gloria Lopez Lopez;glorialopez2981@hotmail.com;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
815;AB047;801;Gobernación de Linares;AB000;Interior y Seguridad Pública;Región del Maule;LINARES;Manuel Rodríguez 580;732612430;http://www.gobernacionlinares.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/61/index.html;Lunes a Jueves de 08:30 a 17:30 hrs. Viernes de 08:30 a 16:30 hrs.;Maria Angelica Henriquez Muñoz;mhenriquez@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
816;CF002;329001;CFT de la Región del Maule;CF000;Centro de Formación Técnica;Región del Maule;LINARES;Maria Auxiliadora #380;(73) 2486078;https://www.cftmaule.cl/;http://pdtsai-capacitacion.guadaltel.com/PortalPdT/pdtta/-/ta/CF002;Lunes  Viernes: 8:30 a 16:30;Cristian Campos Molina;transparencia@cftmaule.cl;;;;;https://www.cftmaule.cl/html/transparencia/pasiva;;Ingresa;SÍ;NO;NO;SÍ;2018/05/30
817;AO084;915;Hospital de Linares;AO000;Salud;Región del Maule;LINARES;Avenida Brasil 753;732566500;https://www.hospitaldelinares.cl;https://transparencia.redsalud.gov.cl/transparencia/index.php?id=AO084;Lunes a Jueves 08:00 hrs. a 17:00 hrs. Viernes 08:00 hrs. a 16:00 hrs.;Christian Hernández Barros;transparenciahdl@hospitaldelinares.cl;;;;;https://www.hospitaldelinares.cl/joomla/transparencia/solicitud_informacion/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
818;MU140;580;Municipalidad de Linares;MU000;Municipios del Maule;Región del Maule;LINARES;Kurt Mller 391 Linares;(73) 2 564 627  (73) 2 564 628  (73) 2 564 629  (73) 2 564 635;http://www.corporacionlinares.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU140;Lunes a Viernes de 09:00 a 16:00 hrs;Equipo de Transparencia;transparencia@munilinares.cl;;;;;http://200.27.90.131/ley20285/info.php?file=16_1;;Ingresa;SÍ;NO;NO;SÍ;2018/08/03
819;MU055;507;Municipalidad de Colbún;MU000;Municipios del Maule;Región del Maule;COLBÚN;Av. Adolfo Novoa 419 Colbún;(73) 256 11 001129;http://www.municipalidadcolbun.cl;http://www.municipalidadcolbun.cl/transparencia/transparencia.html;Lunes a viernes de 08:30 a 14:00 hrs;Luis Pinto Troncoso;info@municipalidadcolbun.cl;;;;;http://www.municipalidadcolbun.cl/transparencia/contacto.html;(73) 256 11 17;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
820;MU149;588;Municipalidad de Longaví;MU000;Municipios del Maule;Región del Maule;LONGAVÍ;1 ORIENTE N 224;732411036;http://www.municipalidadlongavi.cl;http://transparencia.municipalidadlongavi.cl/;LUNES A VIERNES DE 0830 A 1733 HORAS;;transparencia@municipalidadlongavi.cl;;;Cuenta Corriente;Bancoestado;http://201.236.99.11/transparencia/?page_id=2;;Ingresa;SÍ;NO;NO;NO;
821;MU204;637;Municipalidad de Parral;MU000;Municipios del Maule;Región del Maule;PARRAL;Dieciocho Nº 720 Parral;(73) 2 751500;http://www.parral.cl;http://www.transparencia.parral.cl;Lunes a  Jueves de 08:30 a 17:30 hrs.  y  Viernes de 08:30 a 16:30 hrs.;parral@parral.cl;parral@parral.cl;;;;;http://transparencia.parral.cl/solicitud.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
822;MU268;691;Municipalidad de Retiro;MU000;Municipios del Maule;Región del Maule;RETIRO;Errázuriz Nº 240;0732620700;http://www.retiro.cl;http://www.retiro.cl/transparencia/index.php;Lunes a viernes de 08:30 hrs. A 17.30 hrs.;RODRIGO  LARRAÑAGA  GUTIERREZ;transparenciaretiro@gmail.com;;;;;http://www.retiro.cl/?mod=transparencia;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
823;MU290;710;Municipalidad de San Javier;MU000;Municipios del Maule;Región del Maule;SAN JAVIER;Arturo Prat Nº 2490;(73) 2 560 300;http://www.imsanjavier.cl;http://www.imsanjavier.cl/transparencia/default.aspx;Lunes a Viernes 8:30 a 17:30;Fabian Quevedo Ramirez;transparencia@imsanjavier.cl;;;;;http://www.imsanjavier.cl/transparencia/Transparencias.aspx;(73) 2560300;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
824;MU337;751;Municipalidad de Villa Alegre;MU000;Municipios del Maule;Región del Maule;VILLA ALEGRE;España 196 Villa Alegre.;(73) 2 381 563  2 381 721;http://www.villalegre.cl;http://www.villalegre.cl/transparencia;Lunes a Viernes de 9:00 a 13:00  y  14:00 a 17:30 horas;Maria Lucia Toledo Rebolledo;transparencia@villalegre.cl;;;;;http://www.villalegre.cl/transparencia/solicitud.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
825;MU342;753;Municipalidad de Yerbas Buenas;MU000;Municipios del Maule;Región del Maule;YERBAS BUENAS;Avenida Centenario 101;0732620506;http://www.muniyerbasbuenas.cl;http://www.muniyerbasbuenas.cl/index.php/ley;Lunes A Viernes De 8:30 A 17:18 Hrs.;Elizabeth Hernandez Peña;contacto@muniyerbasbuenas.cl;;;;;http://www.muniyerbasbuenas.cl/index.php/ley;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
826;MA010;327600;Asociación de Municipalidades para el Desarrollo Económico Local;ASOC;Asociación Municipal;Región del Biobío;CONCEPCIÓN;Aurelio Manzano Nº 595 segundo piso Oficina 1;;http://www.amdel.cl/?r=sitio/contacto;http://;Lunes a Viernes de 10:30 a 13:30;amdelconcepcion@gmail.com;amdelconcepcion@gmail.com;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
827;AB019;773;Intendencia del Bío Bío;AB000;Interior y Seguridad Pública;Región del Biobío;CONCEPCIÓN;Prat 525 Primer Piso;56 41 229 1550;http://www.intendenciabiobio.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/32/index.html;Lunes a Jueves  8:30 a 13:00  13:45 a 17:20 Viernes 8:30 a 13:00  13:45 a 17:10;Sebastian Maldonado soto;jmaldonado@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;412291561;Ingresa;SÍ;NO;SÍ;NO;
828;MA036;327701;Asociación de Municipalidades de la Región del Biobío;ASOC;Asociación Municipal;Región del Biobío;CONCEPCIÓN;Plaza España 514 oficina 303;41 3132 758;http://www.amrbb.cl/;http://www.amrbb.cl/transparencia-activa-2/;Lunes a jueves: 9.0013.30 y 14.0018.00hrs. Viernes: 9.0013.30 y 14.0017.00hrs.;;administracion@amrbb.cl;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
829;PP010;326650;Partido Ecologista Verde (PEV);PP000;Partidos Políticos;Región del Biobío;CONCEPCIÓN;Plaza España 514 Oficina 405;963501241;http://www.ecologistas.cl/;http://;;Javier Andrés Guerrero Pellerano;partidoverdechile@gmail.com;;;;;http://;;No ingresa;NO;NO;NO;SÍ;2018/01/01
830;PP046;328500;Partido Pais;PP000;Partidos Políticos;Región del Biobío;CONCEPCIÓN;Obispo Hipólito Salas 142 Concepción;413131473;http://www.partidopais.cl;http://;Lunes a viernes 9:00 A 18:00 Sábado 9:00 a 13:00;VIVIANA ALEJANDRA PLACENCIA MOSCOSO;gastoelectoral@partidopais.cl;;;;;http://;;No ingresa;NO;NO;NO;SÍ;2018/01/01
831;AJ024;330202;Servicio Local de Educación Pública Andalién Sur;AJ000;Educación;Región del Biobío;CONCEPCIÓN;Caupolicán 518 tercer piso;;http://www.educacionpublica.cl/;http://www.educacionpublica.cl/;;;rene.white@educacionpublica.cl;;;;;http://www.educacionpublica.cl/;;Ingresa;SÍ;NO;NO;SÍ;2019/07/19
832;AB084;967;Gobierno Regional del Bío Bío (Gore Bío Bío);AB000;Interior y Seguridad Pública;Región del Biobío;CONCEPCIÓN;Avenida Prat 525;56 41 2405 706;http://www.gorebiobio.cl/;http://sitioantiguo.gorebiobio.cl/Transparencia/index.html;Lunes a Viernes de 08:30 a 13:00 hrs.;JORGE DÍAZ;jdiaz@gorebiobio.cl;;;;;http://sgs.gorebiobio.cl/;;Ingresa;SÍ;NO;NO;SÍ;2019/01/31
833;AP010;949;SERVIU Región del Bío Bío;AP000;Vivienda y Urbanismo;Región del Biobío;CONCEPCIÓN;Prat 575;56 71 298 2100;http://www.serviubiobio.cl/;http://www.serviubiobio.cl/transparencia/index.html;Lunes a viernes de 9:00 hrs. a 13:45 hrs;Macarena Suil Saez;msuil@minvu.cl;;;;;http://solicitudinformacion.minvu.cl/;;Ingresa;SÍ;NO;SÍ;SÍ;2018/01/01
834;AB051;805;Gobernación de Concepción;AB000;Interior y Seguridad Pública;Región del Biobío;CONCEPCIÓN;Aníbal Pinto 442 Segundo Piso;0412851888;http://www.gobernacionconcepcion.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/63/index.html;08:30  13:30 horas y 15:00  17:00 horas;Pamela Quijada Ruiz;pquijada@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;0412851897;Ingresa;SÍ;NO;SÍ;NO;
835;AO048;56302;SEREMI de Salud del Bío Bío;AO000;Salud;Región del Biobío;CONCEPCIÓN;OHiggins 241 1º piso local 2 Concepción;0412724484;http://www.seremidesaludbiobio.cl;http://transparencia.redsalud.gob.cl/transparencia/index.php;Lunes a Viernes  08.30 a 14.30 hrs;Rocío García;transparencia@seremidesaludbiobio.cl;;;;;http://www.seremidesaludbiobio.cl/gobiernotransparente/paginas/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
836;AO064;903;Hospital Guillermo Grant Benavente de Concepción;AO000;Salud;Región del Biobío;CONCEPCIÓN;San Martin 1436;56412687963;http://www.hospitalregional.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=AO064;8:30 a 17:00 hrs. Lunes  Jueves 8:30 a 16:00 hrs. Viernes;Luisa Fernandez Zurita;transparenciahggb@ssconcepcion.cl;;;;;http://hggb.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/02/14
837;UN013;1081;Universidad del Bío Bío (UBB);UN000;Universidades;Región del Biobío;CONCEPCIÓN;AV. COLLAO 1202  CONCEPCION;(41) 3111200;http://www.ubiobio.cl/;http://www.ubiobio.cl/transparencia/;;;ubb@ubiobio.cl;;;;;http://www.ubiobio.cl/miweb/web2012.php?id_pagina=3294;;No ingresa;SÍ;NO;NO;NO;
838;MU061;511;Municipalidad de Concepción;MU000;Municipios del Bíobio;Región del Biobío;CONCEPCIÓN;OHiggins Nº 525;(41) 2266500;http://www.concepcion.cl;http://www.concepcion.cl/transparencia;08:45 a 13:45 hrs.;Claudia Andrea Carvajal Véjar;transparencia@concepcion.cl;;;;;http://www.concepcion.cl/transparencia/programas/ solicitud/solicitud.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
